row_id,id,subject,cached_question_tag_list
3538,1348900,stop form 8839,electronic filing
3539,1693226,my daughter has a w-2 and a tuition statement. I need help entering the amounts.,credits
3547,1799526,I got a letter from the irs department integrity & verification operations 3 weeks ago,irs
3551,1687920,SOMEONE ELSE USING YOUR DEPENDENTS SOCIAL SECURITY NUMBER.,dependents
3552,1528437,what is a schedule c,self-employment (schedule c)
3557,1711549,May I speak to live person please? [phone deleted],irs
3566,1190398,Daycare Provider will not provide tax information,credits
3568,1490945,Rental Property Deductions from gross income,investments
3570,1886466,In 2011 I prepared & Filed taxes with Turbo Tax IRS says I did not!,irs
3572,1451779,My husband & I both own our business. Can we report the total income as one?,self-employment (schedule c)
3573,1224195,Here's a much better way of signing your Form 8453 form (and it's paperless!),electronic filing
3574,1886211,How to reduce my refund through home office deduction and reducing amount withheld,business
3577,1216777,do you have to be married to claim spouse kid,dependents
3578,1748233,if you were under review,irs
3581,1290256,Processing delay - is it possible I will get my check this week instead of next week?,electronic filing
3584,1407505,SSI Income.....,dependents
3587,1200403,what going on with this form 3800,electronic filing
3588,1214483,dependent care expenses,dependents
3589,1743379,I have a prepaid funeral trust. Where in Turbo Tax Deluxe do I put the income that this trust earned?,business
3590,1249812,can i claim my childrens father if i provided support for him for more than half the year,dependents
3591,1383446,IRS did not receive my Direct Deposit Information  from TurboTax,electronic filing
3592,1181719,married file jointly with AGI under 110000.  Why aren't we getting the Child Tax Credit for a 3 yr old?,dependents
3594,1887257,In previous years my tax preparer has asked me what percentage of my vehicle was used for business.  I answered about 60 percent.  Why is there no provision for this auto percentage on Turbo tax?  How should I handle it?,business
3595,1865242,Where do I input income for my small business? I have a very small business where I sell  a book I wrote. Only $500 in income for all of 2012. I don't have a 1099 or any other form showing this income. Where do I enter it on Turbo Tax?,business
3596,1199903,"Why is it asking for bank information when I am having a check mailed to me? And why is it charging me a refund processing fee, I thought that was only for direct deposit?",electronic filing
3597,1713952,Wheres my refund? Accepted 1/28 no form 8863,credits
3598,1725729,"Used Turbotax Home and Business for Personal, then realized I need the Business version for my S-Corp",business
3600,1891366,I drive out of state for work and stay there long term,credits
3605,1435439,EIC 2008 TurboTax different from IRS EIC calculation,print
3607,1292080,how i figure out adjusted basis?,investments
3608,1185841,"I efiled Federal last year (Married, Separate), then amended and paper filed Married, Joint. Now efiling gets rejected for lack of wife's PIN",electronic filing
3609,1738802,Why do you refuse to answer qwestions?,retirement
3611,1495347,Can he claim them?,dependents
3612,1365043,bank of america said this would cost $35,electronic filing
3613,1440054,How do I remove form 8839 from my return,credits
3615,1728567,I was suppose to receive my tax refund due to me today 2/26/13 as specified by turbo tax. I checked this morning and I have not received my refund. I also checked the IRS wed site where's my refund and it just says its being processed!  Help,irs
3616,1497911,I have my daughter 4/7 days a week..does that mean I claim her?,dependents
3623,1201219,Capital gain calculation will not update correctly. Information on tax form does not correlate with information on work sheet. Tried deleting entry and reentering data but would not correct.,electronic filing
3624,1902148,TT says you cannot deduct cost of installing insulation. This does not seem to be reasonable. I installed a heat pump a few years ago and claimed the cost of installation. Any comments?,credits
3626,1790022,"My business is in my home it takes up half of the house,can I dedust 1/2 of the mortgage payments?",business
3629,1872205,Where do I show my husband's business license expense?  He is a licensed plumber.,business
3631,1296721,"I electronically filed my Federal taxes on the 31st and soon after that same evening it was excepted! I waited 72 hours, and I have not heard or been able to find any information?",electronic filing
3632,1474642,WHY IS IT THAT THE LAST THEY DONT LET YOU KNOW ABOUT TOTAL FEES TILL LAST PAGE?,electronic filing
3634,1910868,State Corporate Filing - TurboTax Business 2012 not showing State filing,business
3636,1411413,I am not allowed (by TurboTax) to file my NC tax return online.... I have already paid for my NC online filing...,electronic filing
3638,1335894,I inherited a non spousal IRA. I took the Decedent's required distribution and rolled over the balance in a direct trustee to trustee transaction. I received a 1099 for the total IRA balance as a gross distribution. The bank will not reissue it.,retirement
3639,1242967,Why is turbo tax charging me for my State Return with Deluxe?,electronic filing
3640,1494616,I have expenses for my Janitorial and cleaning supples where do I put them in the expense sections?,self-employment (schedule c)
3645,1752673,Did the IRS receive my return ?,irs
3646,1388898,Did anyone that used TurboTax have their federal return accepted on the 13th?,electronic filing
3650,1211751,I have one deaf twin and one hearing impaied they are unter age of 18 with no ssi benifits does this qualify,dependents
3654,1867372,Can I claim my medicare premium on my 1040?,credits
3657,1431149,1099R split between RMD and Roth IRA conversion not handled properly - apparent bug,retirement
3659,1672558,Where do I enter the 1099 for retirement checks and withdrawal from 401's,retirement
3660,1487729,How to change depreciation method for a rental property,self-employment (schedule c)
3662,1454962,Business Income Question,self-employment (schedule c)
3663,1474418,Expenses for Entire Home  & Home Office,self-employment (schedule c)
3668,1226103,My husband/ I purchased his parents vacation property. They would like to show it as an gift exchange. We paid $6K this yr under the exchange & plan to pay the remaining balance in 12 months. Our names have been added to title . What form do we need ?,dependents
3669,1694584,I have paid all of my daughter's college tuition along with room and board with money I saved in 529accounts.  Are there any education deductions or credits that I can take?,education expenses
3670,1902201,TurboTax calculating RSU wages higher than W2,investments
3671,1429113,This is for everyone asking about the DD date for their tax returns.,electronic filing
3676,1258111,I had an error on my 2010 1040 tax return. Why wasn't it detected?,print
3677,1262210,Can I claim my brother if he did less than 6k?,dependents
3678,1406338,My tax return was rejected because my step daughter's name was changed to mine in august and now it doesnt match IRS records. What can I do?,electronic filing
3679,1907589,"I called IRS and they indicated that I do not need a pin to file, just use my 2011, which they gave me as $0.  My return is still being rejected.",irs
3680,1231239,i have beendivorce for 8 years,dependents
3681,1908616,I want to upgrade my turbo tax  for tax years 2012 & 2011 (from deluxe with state) to home &  business  with state - how can I do this?,business
3687,1449359,Why are so many of the questions and answers from over a year ago?,dependents
3688,1332111,Problems amending accepted and refunded 2010 retuen using Turbo Tax online,dependents
3689,1361807,Does my outdoor kennel building qualify for a home office deduction.,self-employment (schedule c)
3691,1405075,Pin for E-filing not accepted,electronic filing
3695,1219223,Got new PIN last night now being told it's wrong,electronic filing
3697,1233561,I can't efile because it wants me to enter info for form 2441. I had NO expenses for this and it won't let me delete the form. I've tried numerous times.,electronic filing
3698,1419674,Why is my refund delayed?,electronic filing
3699,1397661,I want to E-file but i dont have a Employer ID # and I cant file by mail b/c i dont have any kind of card,electronic filing
3701,1396384,I e-filed my returns claiming two of my grandchildren who have resided with me all of 2011.,dependents
3704,1891490,"2011 Tax return line 16a has $29,885 and line 16b has $1,375.  IRS states I owe them $9, 858 because income was not reported correctly.  I used turbo tax.  what did i do wrong?",irs
3705,1494691,Our child is 18 years old. Do I still need to file for 8332?,dependents
3706,1378724,"Why is TurboTax saying I cannot amend my 2010 return because it is still ""pending""?",dependents
3710,1492135,Can my parents claim my child,dependents
3713,1762473,Why hasn't the irs received my electronic amendment? And why is my original federal still processing?,irs
3714,1344683,wheres my refund says jan 31st,electronic filing
3718,1152947,I asked for my refund to be direct deposited. I was given an ETA of 2/4/11. When I came back to check on everything it now says no date and when I print the actual paper work it says its coming by check?,electronic filing
3721,1306551,I EFILED IT WAS ACCEPTED AND SAID I HAD A FEB4 DATE FOR DIRECT DEPOSIT NOW I JUST CHECKED THEIR SITE AND IT SAID THAT MY CHECK WOULD BE MAILED THE 11TH WHAT GIVES?,electronic filing
3722,1318072,I have unallowable loss accumulated on form 8582 for rental property. I am going through a short sale. Once accepted the mortgage company will send we a 1099 for the amount forgive. Can I use the unallowable loss accumulated to offset the forgiven loan,print
3723,1390264,im at the end and it says i have errors but nothing shown?,electronic filing
3724,1269945,Reporting a Retirement Plan Distribution,retirement
3726,1494971,MY ADULT DAUGHTER RECEIVES SSI. CAN I CLAIM HER AS A DEPENDANT ?,dependents
3730,1492416,IRA Contribution Deduction: Non-working spouse contribution,retirement
3732,1273537,I have a 1099 Misc that I received as well as 2 that I have for others... How do I enter the others?,self-employment (schedule c)
3743,1494732,what do i file under cleaning houses,self-employment (schedule c)
3744,1502159,how do i add the amount i got for babysitting to my tax return,self-employment (schedule c)
3746,1270480,"""Im 20 years old and i did my taxes by myself for the first time last year. I didnt claim anyone as a dependent but my parents claimed me. We got audited. This year, what can I, myself, do to change that?""",electronic filing
3749,1869522,Why doesn't my tax get lower when I enter my self employed health insurance?,business
3754,1489623,print tax......,print
3755,1203679,Where do I enter disability income,dependents
3756,1351903,can I change bank information after filing,electronic filing
3758,1241057,"University Bank has my refund, when will they send it to my bank?",electronic filing
3759,1430755,Where do I enter my home office utilities,self-employment (schedule c)
3761,1435621,Auto accident during business use,investments
3762,1234406,Incorrect 1099-B from Wells Fargo for wash sales,investments
3764,1882344,"I'm very confused, I qualify for a $4,000 tuition and fees reduction as a full-time medical student with maximized federal loans, but after I reach the end, it shows $0, what is happening?",credits
3765,1228264,TT fee.........,print
3770,1874419,"The payments to IRS in 2012 is the $2,321 deducted from my social security",irs
3771,1177075,Can't open my 2010 return.,print
3773,1273337,I am getting this message on the irs wmr site. Is it possible to receive on thursday rather than friday?,electronic filing
3782,1737070,I need to print payment voucheres for 2013,print
3790,1771365,Sale of rental property,business
3794,1618466,cannot print preview copy,print
3796,1702714,TurboTax says my return was accepted by the IRS. It's now the 20th of Feb and the IRS website says it cannot provide me with any information about my refund. Does this mean I'm getting audited?,irs
3797,1581154,"If refunds with education credits have been delayed can anybody explain to me why my aunt and cousin who are both students received their refund checks today, but mine still says pending?",education expenses
3800,1493555,WHY ARE THEY NONDEPENDENT STATUS,dependents
3806,1583878,schedule c line 30,self-employment (schedule c)
3808,1733152,Incorrect routing#,electronic filing
3812,1671355,My child worked last year and she filed her income tax. Can I still claim her as a dependent on my return?,dependents
3817,1358010,i cannot print my form return,print
3818,1492690,DFAS 1009-R is my military retirement but on TT I am asked if I took this before 59 1/2 years old. I retired when i was 37 so do I say yes or no. I realize that I am receiving retirement but what does this have to do with anything?,retirement
3820,1491675,Electric vehicle tax credit,credits
3822,1449044,"Error Message ""allocable home office exp"" preventing me from filing my return. How do I correct this?",self-employment (schedule c)
3824,1463668,What is Taxpayer student status retirement credit,education expenses
3828,1497792,I worked as a caregiver and was paid cash. Where do I enter that income?,self-employment (schedule c)
3829,1496520,I cleaned houses how do I file that income,self-employment (schedule c)
3833,1498340,how do i get back to filing,print
3834,1488656,"Turbo tax won't let me take the home office deduction this year. It says that I don't quality even though my home office is used only for business and yes, I check the correct box. Help!!!!",self-employment (schedule c)
3840,1491039,Traditional IRA to Roth IRA Conversion,retirement
3849,1226489,Why does TurboTax include a Section 465(d) carryover deduction when my loss in 2009 was 'at risk'?,self-employment (schedule c)
3850,1496318,Can I claim myself as a dependent?,dependents
3853,1277741,Direct Debit Confirmation Receipt,electronic filing
3856,1725757,Does this count as a home office?,business
3858,1494087,live with my friend and his 3 kids on disability fro kidney disese   i also pay for medical isits food clothes for all of 2012,dependents
3862,1567595,Paying person for child care with cash,dependents
3866,1736586,Where do I show medical insurance premiums paid for owner and spouse,self-employment (schedule c)
3869,1297560,how to correct line 6b on 1040 form,dependents
3876,1773799,"My SSA - 1099 includes a lump sum payment for the last three months of 2011.  As my tax lliability will be based on the total net benefits received in 2012 incl the Lump Sum portion, do I need to report it separately as the program seems to indicate.",retirement
3878,1838833,According to where's my refund? The IRS sent my refund to my bank march 22nd. My acct. and routing numbers match up. Where's my refund? The bank doesn't have it.,irs
3879,1392886,if I am filing a joint return do we claim each other as dependants,dependents
3882,1752838,"Ridiculously high ""Other income tax""",credits
3888,1351444,Can't open a new 8949,investments
3892,1747486,"The total contributions for Line 12 on my W-2 is:  12a  Code AA $305.16    12b  Code C $154.44     12c  Code D $3580.59   and  12d  Code DD  $17,346.96.  What exactly do I need to enter here",credits
3893,1493282,Which schools are eligible?,education expenses
3894,1486627,"My son made more than $3,700 last year but I supplied more than 50% of his support",dependents
3900,1465392,where is my information from last year?,dependents
3912,1867872,how do I enter multiple autos used for self employment?  it only gave me the option to enter 1.,business
3913,1496929,I filed 3 days ago and its still sayin my status is pending,electronic filing
3920,1732474,Who else is being reviewed? 8863'er,irs
3921,1498494,what business code should i use as a landscaper/sprinkler installer?,self-employment (schedule c)
3923,1688458,**filed form 8863. ....DD is on it's way!!!!!!!!,irs
3925,1794453,why won't my returns print out?  they have been filed and accepted but I cannot print out a copy,print
3927,1886636,Has anyone tryed to use the tax advacted and if so how long did it take to get your money through them,irs
3929,1729976,On my PA state return I listed a donation to a charity with National Headquarters in MA.  I cannot efile it because the zip code is invalid for electronic filing.  They ask for a zip code for my state.  How do I resolve this?,electronic filing
3932,1694399,Anyone with education credits that was accepted on the 14th..have you heard anything yet other than received?,credits
3933,1825732,How do I print the donation list?,print
3942,1183194,do not file form not final,print
3944,1500141,Turbotax Debit Card,electronic filing
3949,1261056,Federal refund MIA???,electronic filing
3950,1288194,HEY IS SOMEONE THERE???,electronic filing
3951,1255428,"I rolled over my 401k from one company to another when my job changed. My 1099-R says code G, but TurboTax does not seem to recognize that and says I will be taxed on this. Why?",retirement
3954,1449989,box 7 1099.....,retirement
3956,1435142,Roth IRA recharacterization to traditional IRA,retirement
3957,1765382,"Cannot find screen to enter cost basis for sale of rental property. Using Premier, but the screens I get don't match TurboTax Support.",business
3958,1266183,federal e-file reject,dependents
3959,1167623,"I am so angry, I tried several times for free addtion BUT YET I still was thrown into one I had to pay!@!!!!!!!@",electronic filing
3961,1176071,e-filed taxes with turbo tax last week in jan! it is feb 12 no refund yet! may be last time with them! what to do?,electronic filing
3964,1330954,"my husband left me and my children, how do I file?",dependents
3965,1886474,The IRS kept my entire return due to monies from over a decade ago owed.  Where is the form for waiver due to hardship that I can efile?,irs
3966,1895691,Running Turbo tax for business 2012,business
3967,1254412,My date is 2/21 and I got a letter: UGH... just call me and ask the question,electronic filing
3968,1219852,Timing of Refund,electronic filing
3970,1763852,My wife and I both have retirement income from the same 3 sources.  It asks about both our incomes from Social security but will not let us list her income from the other two retirement sources.  What have we done wrong.,retirement
3972,1391120,TT will not send data to my printer.,print
3973,1374992,We bought a woodstove for our home. can i claim it on our taxes & where?,credits
3976,1158163,how come I do not qualify for home office deduction?,self-employment (schedule c)
3977,1261333,"Why does my state refund state ""process and check had been written"" when I requested direct deposit the same as on my federal taxes",electronic filing
3978,1284373,"Why do the New York State forms say ""Do Not File"" and ""Not Final"" on them when I print a copy?",electronic filing
3979,1427989,Sale of Fractional Shares,investments
3980,1443094,I received goverment assistance,dependents
3982,1160214,"CHECKED MY STATE ""WMR"" EXPECT CHECK IN TWO WEEKS!! FEDERAL 2/7 MEANS CHECK!! I DID DD!!",electronic filing
3986,1384984,IRC section 195(b)(1) attached to my 1040 form,self-employment (schedule c)
3988,1894171,I asked several times for you to please send me a copy of my tax return.  My computer crashed and it won't come up.  Everytime I get the run around.  And I have lost money in times of need because of this reason.,business
3990,1238044,where do I find chat,retirement
3991,1187358,can i file two returns in 2010?,self-employment (schedule c)
3993,1279776,why can't I get an Extension,dependents
3994,1169440,Is the rumor true about you filing efile as paper returns now?,electronic filing
3996,1601059,i wanna c how much im gonna get back for my 2012 tax return,electronic filing
3997,1765667,Rental Property Assessment of Land,business
4000,1343782,why do i have to pay if i didn't file a state refund,electronic filing
4001,1272871,is anyone recieved a letter about state taxes,electronic filing
4002,1411111,TurboTax will not enter my 1099-r no matter what I do.,retirement
4004,1425447,Cannot Enter Sale Of Investment Land In TurboTax Deluxe,investments
4005,1887527,"the irs is saying I owe money, why, there were no changes, the total income and the taxable income are the same. the amount is higher that I owe",irs
4006,1298983,Form 1099-r rolled into a qualiied plan says that it went into a roth but it did not,retirement
4007,1183016,I chose the free edition so why is it telling me I have to pay $29.95???????? Was this just a complete waste of time because I will exit out and let everyone I know this website is full of liars,electronic filing
4009,1379369,"I cannot get Turbo Tax to recognize my 13 year old child , who lives with me and my husband, who are both his parents, does not provide any support for himself and meets ALL other requirements. He was listed as qualified for 2010, but it will NOT list hi",dependents
4010,1452073,Wondering about IRS extending for the 1/25th DD date..will the WMR reflect the new date are the old date..I miss my cut-off by a few hrs on the 18th but will be fine if what everyone is saying about cut-off time extended to the 19th..Please advise !!! Thx,electronic filing
4015,1405996,"in 2011 my daughter was 19 years old made more than $3,700 in wages and a full time student. turbo tax did not qualify her as my dependent. will it benefit her to file as independent? if she be eligible as my dependent in 2012 can i file her ?",dependents
4016,1633836,what is form8949,investments
4018,1300525,why won't my actual vehicle expenses transfer to the business expense category,self-employment (schedule c)
4020,1331503,TT Mobile has different refund date,electronic filing
4021,1425199,"I believe I am entitled to recieve a credit for my income being less than $3,000 for the year of 2011. What options do I have? And how online here do I apply for these?",credits
4023,1395506,Can i claim my husband if he subcontracted a driver to drive his truck and the wages are under my husband's social?,dependents
4024,1268530,BEWARE OF PRICE UPCHARGE! WITHOUT WARNING!,electronic filing
4026,1905715,Can you please print my tax returns and fax them?? I have to seend a couple of documents and I can,print
4027,1458995,Forms Unavailable for 2009.. how do I get them?,print
4028,1499699,can i still claim a child who is 19 as of august 2012 and attends college,dependents
4029,1202740,WHERE DO I CLAIM THE PURCHASE OF A USED VAN FOR BUSINESS PURPOSES,self-employment (schedule c)
4030,1799732,i was rejected for my federal it stated because my dependents ss was locked because of being deceased om my return. i checked the deceased box and turbo tax said it was allowed. what steps do i take if it was rejected???,dependents
4032,1454645,why is turbo tax charging me,electronic filing
4034,1319479,Filing an extension status,dependents
4035,1344056,"I rolled over an 401(k) into an IRA and the 1099-R form is correct, but Turbo Tax keeps saying I made a conversion to a Roth IRA and need to pay tax, but I did not.  What is wrong with Turbo Tax?",retirement
4036,1428024,how can i change direct deposit to the turbo tax refund card?,electronic filing
4038,1887802,1099 grandparent for childcare?,credits
4039,1888058,I received IRS letter CP2000 requesting $2463.00 re-imbursement for year 2011. I mailed all  data to Tucson AZ as mentioned in Tax Expert Agreement on 5/15/13. I have not received any correspondence or email Please advise and provide telephone numbe,irs
4041,1833533,I have income of 1800 plus 800 for internship. I paid 43 in federal taxes. Turbo tax says I owe $ 54. Why?,credits
4042,1229374,cancel a return and get a refund,electronic filing
4043,1426750,"So, I did delete 4562, so I take it if I deleted it and my refund stayed the same, I didnt need it, right.????",electronic filing
4045,1206592,"ESPP disqualified sale of discounted ESPP, TurboTax gets different ordinary income than my employer",investments
4049,1345346,I cant e-file my federal return because of form 5405 fine but why cant I e-file my state?? And it says i've already paid! Im extremely annoyed!,electronic filing
4052,1186628,Do I have to sign this consent form?,electronic filing
4053,1265220,I can't get a credit for my vehicle charging station,credits
4057,1278022,"Re selling of mutual fund shares purchased at various dates. In 2010 TT, I was asked to choose the holding period, short or long term. That question seems to have disappeared from 2011 and all sales seem to be presumed short term. HELP!!!",investments
4064,1328968,"People keep saying refunds are only deposited on Fridays and Tuesdays. Mine was deposited ona Monday (actually Sunday pm)Your tax refund was direct deposited on February 7, 2011. If your refund is not credited to your account by February 12, 2011, check",electronic filing
4065,1376842,How to answer TurboTax yes or no RMD question when non-qualified plan does not require RMD?,retirement
4066,1362506,Today is 2/15 still pending BUT...........Wondering if anyone is accepted yet?,electronic filing
4067,1390413,my federal email keeps getting rejected and there are no errors,electronic filing
4068,1700941,i called the irs and was given a DD date by a rep. but WMR still says it is processing....who should I believe? The supposed DD date is 2 days from now.,irs
4069,1450575,Turbo Tax is Horrible for what they did,electronic filing
4071,1746255,I am an independant contractor for a company.  I don't have a business name. What should I put as a business name?,business
4073,1412689,has anyone been accepted by the irs yet that itemized? or is tt still just feeding us bull? this is ridiculous!,electronic filing
4074,1494865,if I am listed as a guardian on court paperwork can I list a child as my own son/ daughter?,dependents
4076,1433938,my EITC is based on non-documented earned income so I cant efile?,electronic filing
4077,1263700,I provided the support for my unemployed daughter and her 18 yr old son for more than 9 months during 2011. They did not live with me but rented next door. Can I claim them as dependents even though she has filed her taxes for 2011 and will get a refund?,dependents
4079,1252950,Here's why your return was rejected: 1132 - Schedule M - Economic Recovery Payments Received does not match IRS records. An economic recovery payment of $250 may have been received in 2010,electronic filing
4080,1193302,Married filing Seperate question,electronic filing
4081,1156438,I have carryover loss from 2010 and 2011 loss too. Where is $3000 allowable loss for this year deducted ?,investments
4082,1164886,if i didnt use wifes maiden name and she hasnt changed it with ssa will i be rejected?,dependents
4087,1358937,This was cashed in due to illness to pay bills,retirement
4093,1256797,Is Job Loss considered Qualified Disaster recovery distribution for my 1099-R?,retirement
4094,1334877,where is my refund?? It shows it was deposited on feb 11 and to contact if not recieved by feb 16. Bank states that they have not got it and is not pending. IRS website shows deposite. What the hell?,electronic filing
4096,1442656,"i received a cp2000 for my 2009 tax return, The irs is stating that i entered everything correctly but look like there was a glinch with turbo tax on the federal income tax, how do i go about getting help with this issue",retirement
4098,1493344,"My daughters father and I have a custody agreement that states if he is not paid in full with his child support by the end of the year, he can not claim her. But he never sees him and is with me all the time. who has the right to claim her?",dependents
4099,1182050,I need to amend my 2010 federal taxes. I have received my refund but turbo tax is saying that I need to e-file. How do I bypass this>,electronic filing
4101,1388130,WARNING--Turbotax doesn't add Form 5329T on exempt IRA distributions!  IRS says you must.,retirement
4105,1331044,she is my granddaughter,dependents
4106,1171300,How do I get Turbo Tax to send Form 3800?,credits
4107,1897060,"If IRS asks for statements/receipts, should all other info be redacted?",irs
4109,1275749,no forms again..this is my last year with turbotax,electronic filing
4110,1215846,Claiming as a dependent,dependents
4111,1487463,Deluxe Edition was to be $19.95 until March 23 so why am I charged $29.95?,electronic filing
4112,1383272,W2 filing from india,electronic filing
4114,1189993,Homebuyer credit rejection again,electronic filing
4115,1205354,"My husband converted some $ from traditional IRA to Roth.  We wanted to pay taxes on 1/2 in 2010, the other half in 2011.  No amount is appearing as taxable.  Shouldn't something be on line 15b?",retirement
4116,1401962,New Mexico State return as been pending for over a week. Is anyone else having this problem?,electronic filing
4119,1494379,"My grandaughter has been with me since the end of July 2012. Does she qualify? The either/or confuses me. Is it both, (a relative) and (lives with you the entire year)?",dependents
4120,1895275,My father in law started a new business in Nov 2012 and doesn't have a LLC. Does he have to file business taxes for 2012?,business
4121,1440620,"Does original purchase price include non-deductible closing costs such as loan orignation fee, appraisal fee, underwriter's fee?",investments
4123,1183342,"I am trying to get a PIN and the IRS won't give me a PIN number it tells me to enter ""0"" and it will not work what do I do?",electronic filing
4124,1189999,2011 desktop version. What is the status of printing only through the internet.,print
4125,1322095,what do I do with a reverse mortgage? re: TurboTax2011,retirement
4126,1454447,"How do I open up schedule D to manually enter the infiormation about my stock trading?  I am using TradeLog to gererate the schedule D since I had way more than the 3,000 trade limit of the number of trades.",investments
4128,1357936,If I am in the military stationed in California is it considered income received in a state other than home of record?,dependents
4129,1361520,What to do about letter from IRS demanding unpaid taxes fro 2009 tax return,business
4130,1888112,you need to call me,irs
4131,1825648,I am a sole proprietor paying domestic partner to help with my business.  How do i claim that write-off - please see details,business
4132,1444465,Has anyone had their taxes accepted yet today? Thanks Bridget from Louisiana!!!,electronic filing
4133,1316466,why did i get charged 56.00 when i was only supose to pay 20??,electronic filing
4134,1779570,"why can't you find my 2011 tax return?  IRS not talking to you, or",irs
4135,1259635,Why was I just charged for using the free edition?,electronic filing
4136,1456755,If my former spouse re-marries does she still receive disposable military retired pay?,retirement
4137,1271923,WHAT IS MY STATE OF RESIDENCE IF I SOLD MY CONDO IN AUGUST 2011 AND AM NOW LIVING AT MY DAUGHTER'S HOME IN NEW JERSEY?,dependents
4138,1355892,How to change personal information,dependents
4142,1313144,"I have already e-filed my taxes, but now I found out I qualify for a Credit for Qualified Retirement Savings Contributions. How do I go back and add this to my e-file. Is this possible to do?",credits
4144,1208440,"Bought house and 13 acres in 2008. Sold house to one party and land in two parcels. So three seperate sales. Can I add the three sales together? Never used for personal use, had a sizable loss. How do I enter all this? Thanks",investments
4146,1905529,"I MUST talk to an adviser!  Now! Today!  Immediately! Your home page says ""Talk to our experts, free, by phone or live chat if you have questions about your taxes.""  How?!  No phone number available anywhere on your website.   I need a phone number!?",electronic filing
4147,1292409,Why can't I e-file. I've e-filed every year and now it says I am not eligable to e-file.,electronic filing
4148,1167225,Dependant Care Expenses,dependents
4149,1360763,I want my money back. After using your software I have been rejected 5 different timesff,electronic filing
4150,1452924,"I BOUGHT MY CAR FOR 24,000 AT 17% INEREST RATE. HOW MUCH INTEREST DID I PAY?",self-employment (schedule c)
4151,1159294,W-2 Box 10 Increases my tax liability,dependents
4152,1356414,"Saved and printed for many years, how do I look at them?",print
4156,1152905,I am an international Student..Can i apply for deductions under Education and tuition fees,education expenses
4157,1490571,The IRS has audited my 2010 and 2011 returns and claims I owe self-employment tax even though I only received K2 income from my business,print
4158,1825931,For K-1 Question. Please help...,business
4165,1398161,"Why can I not get a credit for my retired savings contribution, to my federal retirement benefits.",retirement
4166,1907602,Electronic filing,electronic filing
4167,1439378,How do I report income earned from farmland I leased?,investments
4168,1324179,"I cannot get a pin # or have IRS accept my 2010 AIG, what other options are there",electronic filing
4171,1580436,"my ex-wife got the rights to claim our children in the divorce, however she didnt work last year. and now she wont let me claim either child, how can i stop her from allowing her bf to claim my kids?",dependents
4172,1436564,I don't understand how to fill out the form.,retirement
4173,1493397,"I traded a stock over 1000 times and my cost basis is 8 digits and 2 cents digits (10 digits) --the 2 cents digit keep being put back on by default.  Schedule ""D"" won't accept 8 digits and 2 cents digits",investments
4174,1886613,when i did my turbotax for 2012 - it showed thar i was going to recieve a refund - i called the IRS and they told me that im not getting any refund and that the turbotax should indicated,irs
4176,1249943,I can't find the continue button on this page,electronic filing
4177,1361048,BOX 8 STATES OTHER. WHAT SHOULD i PUT IN THIS BOX,retirement
4179,1186713,Dependent/qualifying child,electronic filing
4180,1344410,"I took a distribution from my 401k & received a 1099-R. I understand that this distribution is taxable, but my question is about the penalty. I took the distribution to pay for my son's education.",education expenses
4181,1898906,I sold a house in 2011 at a loss of investment I was told by Turbo Tax last year I could not claim this loss. I have friends and relatives that had the same situation using accountants and were able to claim their losses. Why couldn't I?,investments
4185,1349534,"If you replaced an entry door that is eligible for the federal tax credit, do you enter that here?",credits
4191,1297829,Opting Out of Earned Income Tax Credit (EIC),credits
4193,1232038,"When installing the bought CD version, it does not ask for any product key. How do I use the efile associated with the CD? Can I share the efile with other peoper?",electronic filing
4194,1433766,I ALREADY PAID FOR TURBO TAX AND WAS TOLD I WOULD GET 3YEARS FOR THE PRICE AND NOW WANTS ME TO PAY AGAIN,dependents
4197,1172391,I filed my Arkansas State return on JAn 14th and it is still pending on Jan 27th. Can this be right?,electronic filing
4198,1619624,college students who live at home,dependents
4199,1765288,"Tuurbo tax will let me count my 25 year old, full -time student  living at home son,who make less than $1,000 in 2012 as a dependent.  He is not disabled. My account friend says once a person hits 25 he can not be counted as a dependent on my tax form.",business
4200,1322155,why can i not pay with my debit card?,electronic filing
4201,1375659,is it true that there is a per diem write off that you can take if you are working out of town?,self-employment (schedule c)
4204,1475246,Forced to have an HSA while on Medicare Part A,retirement
4206,1183407,my tax return was not accepted by IRS and owe $154.00,dependents
4208,1222319,How can I report ebay sales and income tax?,self-employment (schedule c)
4210,1305264,which forms to use,dependents
4211,1486257,A lot of people I know received at least 9000 dollars refunds last year. Is this possible?,credits
4212,1698225,My ex claimed our daughter who is 18 and does not pay support or support her in ANY way,dependents
4213,1450418,how do I contact turbo Tax,electronic filing
4215,1214130,We have equal custody. does the other parent have to fill out form 8332,dependents
4217,1875123,Can I prepare and file separate individual returns for my son and daughter?,business
4218,1403572,I cannot locate the DCN number that I need. I have followed the instructions provided by Turbotax and it is NOT there.  How do I obtain the number?,print
4219,1190837,Unpaid student Loans,dependents
4220,1265334,refund apply next year tax,electronic filing
4221,1209526,does anyone know that you can not repay the home credit electronically?,electronic filing
4222,1242806,"e-file rejected ""IND-025""if Pintype code"" in the return header has the value ""Self select online"" and primary dae of birth has a value then primaryprior year AGI or primary prior year pinor primary prior year pin must have a value. What does this mean an",electronic filing
